📺央视频道,#genre#
汕头文旅,https://t.freetv.fun/live/shan-tou-wen-lv-1.m3u8
佛山综合,http://183.11.239.36:808/hls/176/index.m3u8
佛山综合,http://gmxw.7766.org:808/hls/176/index.m3u8


🌊港澳台频道,#genre#
翡翠台,http://cdn9.163189.xyz/smt1.1.php?id=jade_twn
翡翠台,http://mytv.cdn.loc.cc/o12.php?id=fct
翡翠台,https://hls.iill.top/api/TVB-Jade/index.m3u8
翡翠台,https://cdn6.163189.xyz/163189/fct
翡翠台,http://cdn6.163189.xyz/163189/fct4k
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_audio.m3u8
凤凰中文,https://cdn6.163189.xyz/163189/fhzw
凤凰中文,http://cdn6.163189.xyz/163189/fhzw
凤凰中文,http://cdn.163189.xyz/live/fhzw/stream.m3u8
凤凰中文,https://cdn.163189.xyz/live/fhzw/stream.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_audio.m3u8
凤凰资讯,https://cdn6.163189.xyz/163189/fhzx
凤凰资讯,https://cdn6.163189.xyz/live/fhzx/stream.m3u8
凤凰资讯,http://cdn6.163189.xyz/163189/fhzx
凤凰资讯,http://101.35.240.114:88/phenix.php?id=fhzx
凤凰香港,http://zb.xmzb.xyz/123.php?id=⚽马上oppppp一凤凰香港
凤凰香港,https://cdn6.163189.xyz/163189/fhhk
凤凰香港,https://cdn6.163189.xyz/live/fhhk/stream.m3u8
凤凰香港,http://cdn6.163189.xyz/163189/fhhk
凤凰香港,http://101.35.240.114:88/phenix.php?id=fhhk
凤凰卫视,https://cdn.163189.xyz/live/fhzw/stream.m3u8
TVBS亚洲,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd
TVBS亚洲,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941621&extension=ts&play_token=vFR5CkmzbA
香港卫视,http://webcast.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://player.cntv.cn/standard/live_HLSDRM20180606.swf?ChannelID=xianggangweishi&P2PChannelID=pd://cctv_p2p_hdxianggangweishi
HOY TV,http://uc6.i-cable.com/live_freedirect/opentvhd001_h.live/playlist.m3u8
有线新闻,http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u8
有线新闻,http://uc6.i-cable.com/live_freedirect/freehd209_h.live/playlist.m3u8
RTHK 31,https://rthktv31-live.akamaized.net/hls/live/2036818/RTHKTV31/master.m3u8
RTHK 31,http://free.cnlive.club/channel/n8badbb5/index.m3u8?q=1752629214236
纬来体育,http://zb.xmzb.xyz/123.php?id=⚽马上oppppp一纬来体育
纬来育乐,https://t.freetv.fun/live/wei-lai-yu-le-1.m3u8
J2,https://live.catvod.com/live.php?id=j2
Viutv,https://live.catvod.com/live.php?id=viutv


📦其他频道,#genre#
CHC家庭影院,https://iptv.catvod.com/migu?id=644368373&token=2487af944260beaeeec162a9497425dc
CHC家庭影院,http://101.35.240.114:88/live.php?id=CHC家庭影院
CHC动作电影,https://iptv.catvod.com/migu?id=644368714&token=80a12dc961015958fd0283c6574a0323
CHC动作电影,http://101.35.240.114:88/live.php?id=CHC动作电影
淘电影,https://t.freetv.fun/live/tao-dian-ying-1.m3u8
NewTV惊悚悬疑,https://iptv.catvod.com/live.php?id=NewTV%E6%83%8A%E6%82%9A%E6%82%AC%E7%96%91
NewTV动作电影,https://iptv.catvod.com/live.php?id=NewTV%E5%8A%A8%E4%BD%9C%E7%94%B5%E5%BD%B1
纬来电影,http://live.catvod.com/smart.php?id=videolandmovie
纬来电影,https://idx.gdplayertv.to/live-tv/videoland-movie/?embed=1###WEB\\n
纬来电影,http://jp.809899.xyz/smt.php?id=videolandmovie
经典电影,http://zb.xmzb.xyz/888.php?id=be一一经典电影
IPTV经典电影,http://tnvcn.com:8012/rtp/239.3.1.195:9024
IPTV经典电影,http://183.220.107.138:4022/rtp/239.10.0.122:5140
天映经典,https://classicarts.akamaized.net/hls/live/1024257/CAS/master.m3u8
天映经典,http://j.s.bkpcp.top/jj/tyjd
天映经典,http://j.s.bkpcp.top/js/tyjd5
天映经典,http://j.s.bkpcp.top/js/tyjd
天映经典,http://j.s.bkpcp.top/js/tyjd1
无线星河,https://cdn6.163189.xyz/163189/tvbxh
星空卫视,http://xhyx.gz.cn:1698/hls/35/index.m3u8
星空卫视,http://122.53.222.9:9981/stream/channelid/2084767267?profile=pass
纬来体育,http://zb.xmzb.xyz/123.php?id=⚽马上oppppp一纬来体育
五星体育,https://iptv.catvod.com/live.php?id=%E4%BA%94%E6%98%9F%E4%BD%93%E8%82%B2
五星体育,http://101.35.240.114:88/live.php?id=五星体育
劲爆体育,http://120.238.94.82:9901/tsfile/live/1086_1.m3u8
劲爆体育,http://t.061899.xyz/tl/dq.php?id=jbty
劲爆体育,http://t.061899.xyz/tl/tl.php?id=jbty
快乐垂钓,https://iptv.catvod.com/migu?id=961930263&token=7a22d188eb752ea0bbbd5b3444407a9e
快乐垂钓,http://drive.mxmy.net:8888/udp/239.3.1.164:8001
卡酷动画,http://k.061899.xyz/k.php?id=bjkk
金鹰卡通,http://125.42.151.53:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
游戏风云,http://t.061899.xyz/tl/tl.php?id=yxfy
